Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Transaction_Type
3827,413,6/9/23 10:00,4833,Loan Payment
3829,952,6/9/23 12:00,507,Purchase
3830,845,6/9/23 13:00,4335,Purchase
3831,766,6/9/23 14:00,4438,Purchase
3832,959,6/9/23 15:00,3986,Loan Payment
3833,923,6/9/23 16:00,1617,Loan Payment
3834,956,6/9/23 17:00,730,Investment
3835,723,6/9/23 18:00,1284,Purchase
3836,817,6/9/23 19:00,3877,Bill Payment
3837,833,6/9/23 20:00,700,Loan Payment
3838,934,6/9/23 21:00,4033,Purchase
3839,851,6/9/23 22:00,4162,Investment
3840,948,6/9/23 23:00,3447,Purchase
3841,257,6/10/23 00:00,2365,Investment
3842,168,6/10/23 01:00,759,Investment
3843,849,6/10/23 02:00,3061,Loan Payment
3844,533,6/10/23 03:00,4783,Investment
3845,598,6/10/23 04:00,3574,Investment
3846,15,6/10/23 05:00,4665,Bill Payment
3847,50,6/10/23 06:00,1714,Investment
3848,999,6/10/23 07:00,3455,Bill Payment
3849,304,6/10/23 08:00,4454,Bill Payment
3850,487,6/10/23 09:00,2387,Purchase
3851,416,6/10/23 10:00,3241,Purchase
3852,305,6/10/23 11:00,2225,Loan Payment
3853,196,6/10/23 12:00,895,Loan Payment
3854,876,6/10/23 13:00,874,Loan Payment
3855,813,6/10/23 14:00,3504,Investment
3856,800,6/10/23 15:00,3064,Purchase
3857,388,6/10/23 16:00,795,Investment
3858,757,6/10/23 17:00,466,Purchase
3859,961,6/10/23 18:00,354,Investment
3860,865,6/10/23 19:00,563,Loan Payment
3861,455,6/10/23 20:00,797,Purchase
3862,713,6/10/23 21:00,1829,Purchase
3863,705,6/10/23 22:00,714,Bill Payment
3864,848,6/10/23 23:00,4917,Purchase
3865,658,6/11/23 00:00,962,Purchase
3866,310,6/11/23 01:00,824,Investment
3867,127,6/11/23 02:00,1558,Loan Payment
3868,175,6/11/23 03:00,153,Bill Payment
3869,134,6/11/23 04:00,2787,Investment
3870,66,6/11/23 05:00,3776,Purchase
3871,393,6/11/23 06:00,4968,Investment
3872,964,6/11/23 07:00,3835,Loan Payment
3873,365,6/11/23 08:00,1226,Bill Payment
3874,279,6/11/23 09:00,1817,Investment
3875,758,6/11/23 10:00,4480,Purchase
3876,363,6/11/23 11:00,4782,Investment
3877,749,6/11/23 12:00,2749,Purchase
3878,171,6/11/23 13:00,1299,Bill Payment
3879,51,6/11/23 14:00,565,Bill Payment
3880,328,6/11/23 15:00,872,Investment
3881,871,6/11/23 16:00,2495,Bill Payment
3882,665,6/11/23 17:00,4986,Loan Payment
3883,592,6/11/23 18:00,2365,Investment
3884,931,6/11/23 19:00,975,Purchase
3885,145,6/11/23 20:00,2405,Investment
3886,274,6/11/23 21:00,485,Purchase
3887,155,6/11/23 22:00,1348,Bill Payment
3888,911,6/11/23 23:00,534,Purchase
3889,508,6/12/23 00:00,2581,Purchase
3890,849,6/12/23 01:00,571,Purchase
3891,363,6/12/23 02:00,3712,Purchase
3892,325,6/12/23 03:00,4674,Loan Payment
3893,848,6/12/23 04:00,1215,Purchase
3894,655,6/12/23 05:00,4043,Investment
3895,298,6/12/23 06:00,3857,Loan Payment
3896,494,6/12/23 07:00,4211,Purchase
3897,546,6/12/23 08:00,2248,Purchase
3898,304,6/12/23 09:00,1170,Purchase
3899,467,6/12/23 10:00,4805,Loan Payment
3900,904,6/12/23 11:00,3835,Purchase
3901,239,6/12/23 12:00,81,Purchase
3902,650,6/12/23 13:00,764,Purchase
3903,766,6/12/23 14:00,3862,Bill Payment
3904,517,6/12/23 15:00,914,Investment
3905,884,6/12/23 16:00,61,Purchase
3906,176,6/12/23 17:00,2631,Investment
3907,885,6/12/23 18:00,3200,Bill Payment
3908,410,6/12/23 19:00,3958,Bill Payment
3909,726,6/12/23 20:00,1297,Purchase
3910,364,6/12/23 21:00,4790,Investment
3912,318,6/12/23 23:00,3912,Purchase
3913,525,6/13/23 00:00,3930,Loan Payment
3914,905,6/13/23 01:00,959,Bill Payment
3915,753,6/13/23 02:00,3148,Bill Payment
3916,276,6/13/23 03:00,2426,Investment
3917,604,6/13/23 04:00,2289,Loan Payment
3918,620,6/13/23 05:00,1435,Loan Payment
3919,953,6/13/23 06:00,1594,Purchase
3920,229,6/13/23 07:00,1056,Investment
3921,664,6/13/23 08:00,2175,Investment
3922,108,6/13/23 09:00,4033,Loan Payment
3923,801,6/13/23 10:00,1186,Bill Payment
3924,916,6/13/23 11:00,2170,Investment
3925,956,6/13/23 12:00,1041,Bill Payment
3926,176,6/13/23 13:00,3298,Purchase
3927,320,6/13/23 14:00,4536,Investment
3928,286,6/13/23 15:00,1325,Investment
3929,876,6/13/23 16:00,902,Purchase
3930,329,6/13/23 17:00,116,Investment
3931,877,6/13/23 18:00,3090,Loan Payment
3932,753,6/13/23 19:00,754,Loan Payment
3933,657,6/13/23 20:00,631,Purchase
3934,356,6/13/23 21:00,4250,Bill Payment
3935,14,6/13/23 22:00,830,Bill Payment
3936,275,6/13/23 23:00,421,Investment
3937,71,6/14/23 00:00,123,Bill Payment
3938,827,6/14/23 01:00,2456,Bill Payment
3939,195,6/14/23 02:00,3356,Purchase
3940,865,6/14/23 03:00,4229,Bill Payment
3941,812,6/14/23 04:00,95,Bill Payment
3942,928,6/14/23 05:00,4152,Bill Payment
3943,879,6/14/23 06:00,1582,Loan Payment
3944,523,6/14/23 07:00,2015,Loan Payment
3945,106,6/14/23 08:00,4089,Purchase
3946,770,6/14/23 09:00,813,Investment
3947,986,6/14/23 10:00,3344,Purchase
3948,893,6/14/23 11:00,3359,Investment
3949,196,6/14/23 12:00,1079,Investment
3950,145,6/14/23 13:00,2679,Bill Payment
3952,732,6/14/23 15:00,2781,Purchase
3953,350,6/14/23 16:00,4645,Purchase
3954,424,6/14/23 17:00,4192,Purchase
3955,471,6/14/23 18:00,1418,Loan Payment
3956,686,6/14/23 19:00,3750,Loan Payment
3957,216,6/14/23 20:00,274,Loan Payment
3958,93,6/14/23 21:00,3858,Loan Payment
3959,260,6/14/23 22:00,3103,Loan Payment
3960,934,6/14/23 23:00,4808,Bill Payment
3961,575,6/15/23 00:00,1483,Investment
3962,541,6/15/23 01:00,4291,Loan Payment
3963,787,6/15/23 02:00,335,Purchase
3964,859,6/15/23 03:00,1216,Investment
3965,285,6/15/23 04:00,4502,Loan Payment
3966,484,6/15/23 05:00,1514,Loan Payment
3967,931,6/15/23 06:00,3544,Bill Payment
3968,372,6/15/23 07:00,1450,Bill Payment
3969,70,6/15/23 08:00,965,Bill Payment
3970,379,6/15/23 09:00,564,Loan Payment
3971,279,6/15/23 10:00,3264,Bill Payment
3972,743,6/15/23 11:00,4149,Loan Payment
3973,302,6/15/23 12:00,4587,Investment
3974,255,6/15/23 13:00,2046,Investment
3975,684,6/15/23 14:00,1296,Loan Payment
3976,944,6/15/23 15:00,1207,Purchase
3977,692,6/15/23 16:00,4671,Loan Payment
3978,264,6/15/23 17:00,2277,Investment
3979,695,6/15/23 18:00,3639,Investment
3980,834,6/15/23 19:00,3475,Loan Payment
3981,717,6/15/23 20:00,781,Loan Payment
3982,424,6/15/23 21:00,2466,Loan Payment
3983,761,6/15/23 22:00,480,Investment
3984,213,6/15/23 23:00,1380,Purchase
3985,671,6/16/23 00:00,3142,Loan Payment
3986,944,6/16/23 01:00,681,Investment
3987,100,6/16/23 02:00,1184,Loan Payment
3988,829,6/16/23 03:00,120,Investment
3989,112,6/16/23 04:00,3569,Loan Payment
3990,308,6/16/23 05:00,1036,Investment
3991,678,6/16/23 06:00,3564,Loan Payment
3992,475,6/16/23 07:00,3243,Bill Payment
3994,112,6/16/23 09:00,1482,Investment
3995,87,6/16/23 10:00,2389,Loan Payment
3996,183,6/16/23 11:00,4882,Purchase
3997,597,6/16/23 12:00,2981,Loan Payment
3998,781,6/16/23 13:00,2391,Loan Payment
3999,165,6/16/23 14:00,3300,Loan Payment
4000,815,6/16/23 15:00,4763,Purchase
4001,90,6/16/23 16:00,1843,Purchase
4002,1000,6/16/23 17:00,463,Purchase
4003,455,6/16/23 18:00,750,Bill Payment
4004,238,6/16/23 19:00,2390,Purchase
4005,999,6/16/23 20:00,2367,Bill Payment
4006,534,6/16/23 21:00,1453,Loan Payment
4007,679,6/16/23 22:00,3690,Bill Payment
4008,727,6/16/23 23:00,1758,Loan Payment
4009,58,6/17/23 00:00,2411,Bill Payment
4010,542,6/17/23 01:00,4929,Purchase
4011,914,6/17/23 02:00,3181,Purchase
4012,618,6/17/23 03:00,4250,Bill Payment
4013,402,6/17/23 04:00,2016,Bill Payment
4014,842,6/17/23 05:00,1796,Purchase
4015,679,6/17/23 06:00,1419,Loan Payment
4016,862,6/17/23 07:00,1772,Loan Payment
4017,666,6/17/23 08:00,919,Loan Payment
4018,839,6/17/23 09:00,770,Loan Payment
4019,519,6/17/23 10:00,3250,Investment
4020,197,6/17/23 11:00,2699,Loan Payment
4021,833,6/17/23 12:00,540,Investment
4022,46,6/17/23 13:00,1369,Investment
4023,530,6/17/23 14:00,3828,Purchase
4024,397,6/17/23 15:00,2037,Purchase
4025,665,6/17/23 16:00,2570,Bill Payment
4026,1000,6/17/23 17:00,2187,Loan Payment
4027,776,6/17/23 18:00,1547,Loan Payment
4028,74,6/17/23 19:00,1283,Purchase
4029,416,6/17/23 20:00,2791,Purchase
4030,657,6/17/23 21:00,956,Purchase
4031,614,6/17/23 22:00,1308,Bill Payment
4032,335,6/17/23 23:00,2521,Loan Payment
4033,847,6/18/23 00:00,2198,Bill Payment
4034,633,6/18/23 01:00,891,Investment
4035,688,6/18/23 02:00,1857,Investment
4036,575,6/18/23 03:00,1985,Loan Payment
4037,296,6/18/23 04:00,4278,Purchase
4038,84,6/18/23 05:00,4578,Purchase
4039,15,6/18/23 06:00,2974,Bill Payment
4040,867,6/18/23 07:00,3073,Investment
4041,134,6/18/23 08:00,3138,Investment
4042,478,6/18/23 09:00,507,Loan Payment
4043,633,6/18/23 10:00,2226,Investment
4044,319,6/18/23 11:00,998,Purchase
4045,392,6/18/23 12:00,2618,Purchase
4046,479,6/18/23 13:00,2485,Purchase
4047,640,6/18/23 14:00,4524,Loan Payment
4048,368,6/18/23 15:00,1380,Bill Payment
4049,367,6/18/23 16:00,3598,Investment
4050,288,6/18/23 17:00,2512,Loan Payment
4051,813,6/18/23 18:00,4819,Bill Payment
4052,378,6/18/23 19:00,188,Loan Payment
4054,463,6/18/23 21:00,2558,Purchase
4055,594,6/18/23 22:00,4844,Bill Payment
4056,13,6/18/23 23:00,121,Bill Payment
4057,536,6/19/23 00:00,3229,Loan Payment
4058,168,6/19/23 01:00,724,Loan Payment
4059,270,6/19/23 02:00,1411,Purchase
4060,988,6/19/23 03:00,2934,Loan Payment
4061,971,6/19/23 04:00,1391,Investment
4062,70,6/19/23 05:00,3137,Investment
4063,318,6/19/23 06:00,4918,Investment
4064,376,6/19/23 07:00,3021,Investment
4065,89,6/19/23 08:00,1218,Purchase
4066,701,6/19/23 09:00,3135,Purchase
4067,257,6/19/23 10:00,46,Purchase
4068,217,6/19/23 11:00,1838,Loan Payment
4069,450,6/19/23 12:00,3070,Purchase
4070,894,6/19/23 13:00,3351,Bill Payment
4071,544,6/19/23 14:00,3951,Bill Payment
4072,141,6/19/23 15:00,819,Bill Payment
4073,161,6/19/23 16:00,3082,Loan Payment
4074,32,6/19/23 17:00,4128,Loan Payment
4075,824,6/19/23 18:00,1536,Purchase
4076,152,6/19/23 19:00,3529,Investment
4077,859,6/19/23 20:00,4901,Bill Payment
4078,260,6/19/23 21:00,505,Loan Payment
4079,728,6/19/23 22:00,434,Bill Payment
4080,279,6/19/23 23:00,2757,Purchase
4081,285,6/20/23 00:00,2075,Loan Payment
4082,610,6/20/23 01:00,1992,Investment
4083,917,6/20/23 02:00,1478,Investment
4084,542,6/20/23 03:00,3810,Loan Payment
4085,602,6/20/23 04:00,1243,Investment
4086,148,6/20/23 05:00,1807,Purchase
4087,656,6/20/23 06:00,574,Investment
4088,67,6/20/23 07:00,3029,Bill Payment
4089,945,6/20/23 08:00,1314,Bill Payment
4090,869,6/20/23 09:00,142,Bill Payment
4091,570,6/20/23 10:00,458,Loan Payment
4092,1000,6/20/23 11:00,1840,Loan Payment
4093,940,6/20/23 12:00,2168,Loan Payment
4094,793,6/20/23 13:00,3636,Loan Payment
4095,279,6/20/23 14:00,859,Loan Payment
4096,748,6/20/23 15:00,3972,Purchase
4097,443,6/20/23 16:00,1490,Loan Payment
4098,897,6/20/23 17:00,910,Investment
4099,865,6/20/23 18:00,4864,Purchase
4100,399,6/20/23 19:00,1549,Loan Payment
4101,128,6/20/23 20:00,1909,Investment
4102,337,6/20/23 21:00,2954,Purchase
4103,482,6/20/23 22:00,4967,Bill Payment
4104,721,6/20/23 23:00,3254,Purchase
4105,948,6/21/23 00:00,524,Loan Payment
4106,186,6/21/23 01:00,1601,Purchase
4107,169,6/21/23 02:00,93,Purchase
4108,684,6/21/23 03:00,3752,Bill Payment
4109,260,6/21/23 04:00,4903,Purchase
4110,717,6/21/23 05:00,2137,Purchase
4111,964,6/21/23 06:00,1611,Bill Payment
4112,647,6/21/23 07:00,4627,Loan Payment
4113,558,6/21/23 08:00,1232,Investment
4114,507,6/21/23 09:00,4339,Purchase
4115,521,6/21/23 10:00,1852,Bill Payment
4116,471,6/21/23 11:00,2301,Purchase
4117,161,6/21/23 12:00,1599,Loan Payment
4118,289,6/21/23 13:00,2906,Loan Payment
4119,340,6/21/23 14:00,4498,Bill Payment
4120,900,6/21/23 15:00,18,Investment
4121,833,6/21/23 16:00,4718,Investment
4122,502,6/21/23 17:00,724,Purchase
4123,106,6/21/23 18:00,1937,Bill Payment
4124,802,6/21/23 19:00,119,Investment
4125,475,6/21/23 20:00,4939,Loan Payment
4126,853,6/21/23 21:00,275,Investment
4127,600,6/21/23 22:00,3233,Bill Payment
4128,463,6/21/23 23:00,964,Loan Payment
4129,483,6/22/23 00:00,1359,Purchase
4130,704,6/22/23 01:00,1584,Loan Payment
4131,153,6/22/23 02:00,2233,Investment
4132,823,6/22/23 03:00,3841,Investment
4133,649,6/22/23 04:00,3265,Investment
4134,785,6/22/23 05:00,1068,Purchase
4135,149,6/22/23 06:00,1967,Investment
4136,188,6/22/23 07:00,4954,Bill Payment
4137,653,6/22/23 08:00,3157,Purchase
4138,131,6/22/23 09:00,2529,Loan Payment
4139,452,6/22/23 10:00,3663,Investment
4140,516,6/22/23 11:00,2580,Bill Payment
4141,491,6/22/23 12:00,2937,Bill Payment
4142,476,6/22/23 13:00,3897,Purchase
4143,263,6/22/23 14:00,897,Bill Payment
4144,538,6/22/23 15:00,754,Purchase
4145,459,6/22/23 16:00,3524,Purchase
4146,536,6/22/23 17:00,2940,Purchase
4147,778,6/22/23 18:00,2689,Loan Payment
4148,741,6/22/23 19:00,185,Loan Payment
4149,781,6/22/23 20:00,575,Bill Payment
4150,637,6/22/23 21:00,3227,Loan Payment
4151,684,6/22/23 22:00,4367,Purchase
4152,746,6/22/23 23:00,4636,Purchase
4153,295,6/23/23 00:00,1404,Loan Payment
4154,915,6/23/23 01:00,1230,Bill Payment
4155,435,6/23/23 02:00,957,Purchase
4156,275,6/23/23 03:00,594,Loan Payment
4157,588,6/23/23 04:00,2872,Investment
4158,308,6/23/23 05:00,1630,Bill Payment
4159,726,6/23/23 06:00,3365,Bill Payment
4160,943,6/23/23 07:00,2359,Bill Payment
4161,997,6/23/23 08:00,3201,Investment
4162,376,6/23/23 09:00,3217,Purchase
4163,158,6/23/23 10:00,2586,Bill Payment
4164,814,6/23/23 11:00,541,Loan Payment
4165,204,6/23/23 12:00,1241,Bill Payment
4166,989,6/23/23 13:00,2003,Loan Payment
4167,661,6/23/23 14:00,1707,Bill Payment
4168,75,6/23/23 15:00,3380,Loan Payment
4169,380,6/23/23 16:00,1555,Loan Payment
4170,741,6/23/23 17:00,3175,Loan Payment
4171,304,6/23/23 18:00,1447,Investment
4172,62,6/23/23 19:00,380,Investment
4173,570,6/23/23 20:00,4514,Investment
4174,786,6/23/23 21:00,626,Purchase
4175,108,6/23/23 22:00,4176,Loan Payment
4176,187,6/23/23 23:00,4024,Purchase
4177,987,6/24/23 00:00,4189,Investment
4178,229,6/24/23 01:00,2266,Loan Payment
4179,48,6/24/23 02:00,4364,Purchase
4180,831,6/24/23 03:00,3320,Investment
4181,268,6/24/23 04:00,941,Purchase
4182,727,6/24/23 05:00,2339,Purchase
4183,802,6/24/23 06:00,403,Investment
4184,254,6/24/23 07:00,2475,Loan Payment
4185,957,6/24/23 08:00,3287,Bill Payment
4186,870,6/24/23 09:00,1939,Bill Payment
4187,87,6/24/23 10:00,635,Purchase
4188,181,6/24/23 11:00,4667,Purchase
4189,25,6/24/23 12:00,2889,Purchase
4190,958,6/24/23 13:00,3176,Loan Payment
4191,388,6/24/23 14:00,3432,Purchase
4192,222,6/24/23 15:00,2119,Purchase
4193,990,6/24/23 16:00,1175,Purchase
4194,397,6/24/23 17:00,2791,Investment
4195,938,6/24/23 18:00,1901,Bill Payment
4196,511,6/24/23 19:00,3192,Bill Payment
4197,561,6/24/23 20:00,1649,Investment
4198,846,6/24/23 21:00,791,Loan Payment
4199,440,6/24/23 22:00,4702,Loan Payment
4200,175,6/24/23 23:00,2066,Loan Payment
4201,904,6/25/23 00:00,2333,Investment
4202,311,6/25/23 01:00,2284,Bill Payment
4203,984,6/25/23 02:00,2243,Bill Payment
4204,274,6/25/23 03:00,2648,Purchase
4205,35,6/25/23 04:00,3297,Bill Payment
4206,217,6/25/23 05:00,2490,Loan Payment
4207,721,6/25/23 06:00,2626,Loan Payment
4208,672,6/25/23 07:00,365,Purchase
4209,408,6/25/23 08:00,4497,Purchase
4210,519,6/25/23 09:00,4684,Bill Payment
4211,269,6/25/23 10:00,3356,Purchase
4212,638,6/25/23 11:00,3532,Purchase
4213,475,6/25/23 12:00,2477,Investment
4214,880,6/25/23 13:00,173,Bill Payment
4215,325,6/25/23 14:00,3644,Loan Payment
4216,356,6/25/23 15:00,4743,Investment
4217,90,6/25/23 16:00,3673,Loan Payment
4218,42,6/25/23 17:00,3264,Purchase
4219,365,6/25/23 18:00,3391,Purchase
4220,671,6/25/23 19:00,2074,Loan Payment
4221,202,6/25/23 20:00,4275,Investment
4222,366,6/25/23 21:00,3994,Investment
4223,794,6/25/23 22:00,3897,Investment
4224,982,6/25/23 23:00,349,Purchase
4225,844,6/26/23 00:00,4831,Bill Payment
4226,288,6/26/23 01:00,3791,Purchase
4227,603,6/26/23 02:00,3600,Loan Payment
4228,481,6/26/23 03:00,1943,Investment
4229,637,6/26/23 04:00,1655,Bill Payment
4230,501,6/26/23 05:00,4238,Investment
4231,638,6/26/23 06:00,2697,Purchase
4232,52,6/26/23 07:00,4928,Bill Payment
4233,916,6/26/23 08:00,2136,Bill Payment
4234,103,6/26/23 09:00,4451,Purchase
4235,361,6/26/23 10:00,4714,Investment
4236,424,6/26/23 11:00,648,Investment
4237,699,6/26/23 12:00,1234,Investment
4238,205,6/26/23 13:00,3715,Purchase
4239,14,6/26/23 14:00,3920,Loan Payment
4240,940,6/26/23 15:00,4255,Loan Payment
4241,616,6/26/23 16:00,1559,Investment
4242,629,6/26/23 17:00,4155,Bill Payment
4243,470,6/26/23 18:00,1515,Loan Payment
4244,466,6/26/23 19:00,4440,Investment
4245,304,6/26/23 20:00,1385,Loan Payment
4246,605,6/26/23 21:00,677,Investment
4247,427,6/26/23 22:00,2384,Loan Payment
4248,656,6/26/23 23:00,4100,Loan Payment
4249,110,6/27/23 00:00,1025,Bill Payment
4250,675,6/27/23 01:00,345,Bill Payment
4251,565,6/27/23 02:00,4771,Loan Payment
4252,930,6/27/23 03:00,90,Investment
4253,515,6/27/23 04:00,2144,Bill Payment
4254,68,6/27/23 05:00,1809,Purchase
4255,246,6/27/23 06:00,267,Bill Payment
4256,389,6/27/23 07:00,194,Loan Payment
4257,650,6/27/23 08:00,132,Loan Payment
4258,308,6/27/23 09:00,4710,Purchase
4259,925,6/27/23 10:00,3524,Bill Payment
4260,352,6/27/23 11:00,1404,Loan Payment
4261,799,6/27/23 12:00,2362,Purchase
4262,66,6/27/23 13:00,3229,Purchase
4263,460,6/27/23 14:00,1318,Investment
4264,347,6/27/23 15:00,3954,Bill Payment
4265,325,6/27/23 16:00,1951,Bill Payment
4266,933,6/27/23 17:00,500,Bill Payment
4267,667,6/27/23 18:00,1064,Loan Payment
4268,599,6/27/23 19:00,711,Purchase
4269,33,6/27/23 20:00,2944,Investment
4270,68,6/27/23 21:00,4705,Bill Payment
4271,187,6/27/23 22:00,1144,Investment
4272,192,6/27/23 23:00,89,Investment
4273,213,6/28/23 00:00,845,Purchase
4274,600,6/28/23 01:00,661,Bill Payment
4275,428,6/28/23 02:00,426,Investment
4276,351,6/28/23 03:00,3690,Bill Payment
4277,108,6/28/23 04:00,3876,Bill Payment
4278,240,6/28/23 05:00,755,Bill Payment
4279,216,6/28/23 06:00,2012,Investment
4280,177,6/28/23 07:00,249,Purchase
4281,565,6/28/23 08:00,2903,Purchase
4282,330,6/28/23 09:00,1954,Investment
4283,561,6/28/23 10:00,865,Loan Payment
4284,881,6/28/23 11:00,3525,Bill Payment
4285,626,6/28/23 12:00,2656,Bill Payment
4286,450,6/28/23 13:00,3204,Purchase
4287,607,6/28/23 14:00,4525,Investment
4288,447,6/28/23 15:00,4814,Investment
4289,537,6/28/23 16:00,2608,Loan Payment
4290,644,6/28/23 17:00,1363,Loan Payment
4291,179,6/28/23 18:00,2045,Purchase
4292,395,6/28/23 19:00,2890,Loan Payment
4293,145,6/28/23 20:00,689,Loan Payment
4294,876,6/28/23 21:00,496,Investment
4295,962,6/28/23 22:00,3630,Investment
4296,198,6/28/23 23:00,3660,Loan Payment
4297,969,6/29/23 00:00,4728,Purchase
4298,837,6/29/23 01:00,1448,Loan Payment
4299,84,6/29/23 02:00,4324,Purchase
4300,669,6/29/23 03:00,1494,Loan Payment
4301,85,6/29/23 04:00,700,Investment
4302,457,6/29/23 05:00,1022,Investment
4303,476,6/29/23 06:00,4552,Purchase
4304,253,6/29/23 07:00,2357,Loan Payment
4305,887,6/29/23 08:00,3718,Loan Payment
4306,72,6/29/23 09:00,4480,Purchase
4307,223,6/29/23 10:00,1932,Loan Payment
4308,276,6/29/23 11:00,647,Bill Payment
4309,795,6/29/23 12:00,3018,Investment
4310,776,6/29/23 13:00,2243,Investment
4311,246,6/29/23 14:00,2135,Purchase
4312,341,6/29/23 15:00,3467,Loan Payment
4313,573,6/29/23 16:00,4299,Purchase
4314,924,6/29/23 17:00,3184,Bill Payment
4315,471,6/29/23 18:00,3698,Loan Payment
4316,454,6/29/23 19:00,1409,Bill Payment
4317,771,6/29/23 20:00,2344,Purchase
4318,965,6/29/23 21:00,1515,Investment
4319,969,6/29/23 22:00,259,Bill Payment
4320,7,6/29/23 23:00,545,Loan Payment
4321,188,6/30/23 00:00,3542,Purchase
4322,4,6/30/23 01:00,3559,Purchase
4323,743,6/30/23 02:00,467,Purchase
4324,645,6/30/23 03:00,2748,Investment
4325,907,6/30/23 04:00,3379,Purchase
4326,125,6/30/23 05:00,4145,Purchase
4327,15,6/30/23 06:00,3706,Investment
4328,960,6/30/23 07:00,3421,Purchase
4329,994,6/30/23 08:00,4079,Purchase
4330,525,6/30/23 09:00,3397,Bill Payment
4331,630,6/30/23 10:00,3195,Purchase
4332,240,6/30/23 11:00,3248,Investment
4333,775,6/30/23 12:00,270,Bill Payment
4334,360,6/30/23 13:00,1257,Purchase
4335,518,6/30/23 14:00,3343,Investment
4336,952,6/30/23 15:00,3332,Loan Payment
4337,320,6/30/23 16:00,2583,Purchase
4339,946,6/30/23 18:00,1239,Bill Payment
4340,30,6/30/23 19:00,3221,Investment
4341,534,6/30/23 20:00,3143,Bill Payment
4342,921,6/30/23 21:00,1316,Loan Payment
4343,156,6/30/23 22:00,2111,Loan Payment
4344,630,6/30/23 23:00,145,Loan Payment
4345,852,7/1/23 00:00,2387,Investment
4346,935,7/1/23 01:00,1469,Loan Payment
4347,963,7/1/23 02:00,4241,Loan Payment
4348,901,7/1/23 03:00,822,Investment
4349,705,7/1/23 04:00,861,Loan Payment
4350,399,7/1/23 05:00,1754,Purchase
4351,346,7/1/23 06:00,1948,Loan Payment
4352,195,7/1/23 07:00,880,Investment
4353,168,7/1/23 08:00,644,Loan Payment
4354,377,7/1/23 09:00,678,Investment
4355,489,7/1/23 10:00,1303,Loan Payment
4356,751,7/1/23 11:00,3098,Purchase
4357,362,7/1/23 12:00,278,Investment
4358,482,7/1/23 13:00,870,Investment
4359,244,7/1/23 14:00,491,Investment
4360,581,7/1/23 15:00,3300,Investment
4361,607,7/1/23 16:00,3400,Loan Payment
4363,171,7/1/23 18:00,2342,Purchase
4364,513,7/1/23 19:00,112,Purchase
4365,406,7/1/23 20:00,3804,Loan Payment
4366,574,7/1/23 21:00,4897,Bill Payment
4367,207,7/1/23 22:00,4344,Investment
4368,154,7/1/23 23:00,2702,Loan Payment
4369,786,7/2/23 00:00,3681,Purchase
4370,48,7/2/23 01:00,891,Investment
4371,649,7/2/23 02:00,2245,Purchase
4372,1,7/2/23 03:00,4993,Bill Payment
4373,747,7/2/23 04:00,3044,Investment
4374,905,7/2/23 05:00,4899,Bill Payment
4375,768,7/2/23 06:00,2587,Bill Payment
4376,407,7/2/23 07:00,685,Bill Payment
4377,107,7/2/23 08:00,2449,Loan Payment
4378,173,7/2/23 09:00,1691,Purchase
4379,506,7/2/23 10:00,1286,Investment
4380,130,7/2/23 11:00,4777,Loan Payment
4381,398,7/2/23 12:00,3257,Purchase
4382,294,7/2/23 13:00,4944,Loan Payment
4383,552,7/2/23 14:00,3658,Purchase
4384,447,7/2/23 15:00,1322,Investment
4385,850,7/2/23 16:00,1083,Investment
4386,16,7/2/23 17:00,4109,Investment
4387,639,7/2/23 18:00,1664,Investment
4388,885,7/2/23 19:00,3757,Purchase
4389,349,7/2/23 20:00,4098,Loan Payment
4390,203,7/2/23 21:00,1903,Investment
4391,134,7/2/23 22:00,1295,Investment
4392,771,7/2/23 23:00,544,Investment
4393,526,7/3/23 00:00,3457,Bill Payment
4394,508,7/3/23 01:00,1389,Investment
4395,66,7/3/23 02:00,655,Investment
4396,480,7/3/23 03:00,33,Purchase
4397,863,7/3/23 04:00,4662,Bill Payment
4398,459,7/3/23 05:00,4461,Purchase
4399,342,7/3/23 06:00,4975,Loan Payment
4400,707,7/3/23 07:00,4680,Bill Payment
4401,626,7/3/23 08:00,4134,Purchase
4402,159,7/3/23 09:00,374,Purchase
4403,161,7/3/23 10:00,2665,Loan Payment
4404,254,7/3/23 11:00,418,Loan Payment
4405,984,7/3/23 12:00,1324,Investment
4406,897,7/3/23 13:00,228,Investment
4407,940,7/3/23 14:00,4713,Bill Payment
4409,549,7/3/23 16:00,3443,Loan Payment
4410,155,7/3/23 17:00,4963,Bill Payment
4411,486,7/3/23 18:00,1612,Investment
4412,432,7/3/23 19:00,2714,Loan Payment
4413,27,7/3/23 20:00,3658,Purchase
4414,12,7/3/23 21:00,1115,Loan Payment
4415,67,7/3/23 22:00,3421,Bill Payment
4416,542,7/3/23 23:00,2498,Investment
4417,96,7/4/23 00:00,626,Investment
4418,215,7/4/23 01:00,4331,Purchase
4419,194,7/4/23 02:00,2428,Purchase
4420,647,7/4/23 03:00,37,Loan Payment
4421,290,7/4/23 04:00,3065,Investment
4422,544,7/4/23 05:00,25,Purchase
4423,885,7/4/23 06:00,3358,Purchase
4424,39,7/4/23 07:00,342,Loan Payment
4426,939,7/4/23 09:00,4671,Investment
4427,939,7/4/23 10:00,2171,Bill Payment
4428,206,7/4/23 11:00,2095,Bill Payment
4429,899,7/4/23 12:00,4559,Investment
