Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Transaction_Type_Bill_Payment,Transaction_Type_Investment,Transaction_Type_Loan_Payment,Transaction_Type_Purchase,,,,,
3820,786,6/9/23 03:00,3623,0,0,1,0,,,,,
3821,21,6/9/23 04:00,470,0,1,0,0,,,,,
3822,275,6/9/23 05:00,816,0,1,0,0,,,,,
3823,260,6/9/23 06:00,3709,1,0,0,0,,,,,
3824,333,6/9/23 07:00,2283,0,0,1,0,,,,,
3825,466,6/9/23 08:00,68,0,0,1,0,,,,,
3826,116,6/9/23 09:00,2485,1,0,0,0,,,,,
3827,413,6/9/23 10:00,4833,0,0,1,0,,,,,
3829,952,6/9/23 12:00,507,0,0,0,1,,,,,
3830,845,6/9/23 13:00,4335,0,0,0,1,,,,,
3831,766,6/9/23 14:00,4438,0,0,0,1,,,,,
3832,959,6/9/23 15:00,3986,0,0,1,0,,,,,
3833,923,6/9/23 16:00,1617,0,0,1,0,,,,,
3834,956,6/9/23 17:00,730,0,1,0,0,,,,,
3835,723,6/9/23 18:00,1284,0,0,0,1,,,,,
3836,817,6/9/23 19:00,3877,1,0,0,0,,,,,
3837,833,6/9/23 20:00,700,0,0,1,0,,,,,
3838,934,6/9/23 21:00,4033,0,0,0,1,,,,,
3839,851,6/9/23 22:00,4162,0,1,0,0,,,,,
3840,948,6/9/23 23:00,3447,0,0,0,1,,,,,
3841,257,6/10/23 00:00,2365,0,1,0,0,,,,,
3842,168,6/10/23 01:00,759,0,1,0,0,,,,,
3843,849,6/10/23 02:00,3061,0,0,1,0,,,,,
3844,533,6/10/23 03:00,4783,0,1,0,0,,,,,
3845,598,6/10/23 04:00,3574,0,1,0,0,,,,,
3846,15,6/10/23 05:00,4665,1,0,0,0,,,,,
3847,50,6/10/23 06:00,1714,0,1,0,0,,,,,
3848,999,6/10/23 07:00,3455,1,0,0,0,,,,,
3849,304,6/10/23 08:00,4454,1,0,0,0,,,,,
3850,487,6/10/23 09:00,2387,0,0,0,1,,,,,
3851,416,6/10/23 10:00,3241,0,0,0,1,,,,,
3852,305,6/10/23 11:00,2225,0,0,1,0,,,,,
3853,196,6/10/23 12:00,895,0,0,1,0,,,,,
3854,876,6/10/23 13:00,874,0,0,1,0,,,,,
3855,813,6/10/23 14:00,3504,0,1,0,0,,,,,
3856,800,6/10/23 15:00,3064,0,0,0,1,,,,,
3857,388,6/10/23 16:00,795,0,1,0,0,,,,,
3858,757,6/10/23 17:00,466,0,0,0,1,,,,,
3859,961,6/10/23 18:00,354,0,1,0,0,,,,,
3860,865,6/10/23 19:00,563,0,0,1,0,,,,,
3861,455,6/10/23 20:00,797,0,0,0,1,,,,,
3862,713,6/10/23 21:00,1829,0,0,0,1,,,,,
3863,705,6/10/23 22:00,714,1,0,0,0,,,,,
3864,848,6/10/23 23:00,4917,0,0,0,1,,,,,
3865,658,6/11/23 00:00,962,0,0,0,1,,,,,
3866,310,6/11/23 01:00,824,0,1,0,0,,,,,
3867,127,6/11/23 02:00,1558,0,0,1,0,,,,,
3868,175,6/11/23 03:00,153,1,0,0,0,,,,,
3869,134,6/11/23 04:00,2787,0,1,0,0,,,,,
3870,66,6/11/23 05:00,3776,0,0,0,1,,,,,
3871,393,6/11/23 06:00,4968,0,1,0,0,,,,,
3872,964,6/11/23 07:00,3835,0,0,1,0,,,,,
3873,365,6/11/23 08:00,1226,1,0,0,0,,,,,
3874,279,6/11/23 09:00,1817,0,1,0,0,,,,,
3875,758,6/11/23 10:00,4480,0,0,0,1,,,,,
3876,363,6/11/23 11:00,4782,0,1,0,0,,,,,
3877,749,6/11/23 12:00,2749,0,0,0,1,,,,,
3878,171,6/11/23 13:00,1299,1,0,0,0,,,,,
3879,51,6/11/23 14:00,565,1,0,0,0,,,,,
3880,328,6/11/23 15:00,872,0,1,0,0,,,,,
3881,871,6/11/23 16:00,2495,1,0,0,0,,,,,
3882,665,6/11/23 17:00,4986,0,0,1,0,,,,,
3883,592,6/11/23 18:00,2365,0,1,0,0,,,,,
3884,931,6/11/23 19:00,975,0,0,0,1,,,,,
3885,145,6/11/23 20:00,2405,0,1,0,0,,,,,
3886,274,6/11/23 21:00,485,0,0,0,1,,,,,
3887,155,6/11/23 22:00,1348,1,0,0,0,,,,,
3888,911,6/11/23 23:00,534,0,0,0,1,,,,,
3889,508,6/12/23 00:00,2581,0,0,0,1,,,,,
3890,849,6/12/23 01:00,571,0,0,0,1,,,,,
3891,363,6/12/23 02:00,3712,0,0,0,1,,,,,
3892,325,6/12/23 03:00,4674,0,0,1,0,,,,,
3893,848,6/12/23 04:00,1215,0,0,0,1,,,,,
3894,655,6/12/23 05:00,4043,0,1,0,0,,,,,
3895,298,6/12/23 06:00,3857,0,0,1,0,,,,,
3896,494,6/12/23 07:00,4211,0,0,0,1,,,,,
3897,546,6/12/23 08:00,2248,0,0,0,1,,,,,
3898,304,6/12/23 09:00,1170,0,0,0,1,,,,,
3899,467,6/12/23 10:00,4805,0,0,1,0,,,,,
3900,904,6/12/23 11:00,3835,0,0,0,1,,,,,
3901,239,6/12/23 12:00,81,0,0,0,1,,,,,
3902,650,6/12/23 13:00,764,0,0,0,1,,,,,
3903,766,6/12/23 14:00,3862,1,0,0,0,,,,,
3904,517,6/12/23 15:00,914,0,1,0,0,,,,,
3905,884,6/12/23 16:00,61,0,0,0,1,,,,,
3906,176,6/12/23 17:00,2631,0,1,0,0,,,,,
3907,885,6/12/23 18:00,3200,1,0,0,0,,,,,
3908,410,6/12/23 19:00,3958,1,0,0,0,,,,,
3909,726,6/12/23 20:00,1297,0,0,0,1,,,,,
3910,364,6/12/23 21:00,4790,0,1,0,0,,,,,
3912,318,6/12/23 23:00,3912,0,0,0,1,,,,,
3913,525,6/13/23 00:00,3930,0,0,1,0,,,,,
3914,905,6/13/23 01:00,959,1,0,0,0,,,,,
3915,753,6/13/23 02:00,3148,1,0,0,0,,,,,
3916,276,6/13/23 03:00,2426,0,1,0,0,,,,,
3917,604,6/13/23 04:00,2289,0,0,1,0,,,,,
3918,620,6/13/23 05:00,1435,0,0,1,0,,,,,
3919,953,6/13/23 06:00,1594,0,0,0,1,,,,,
3920,229,6/13/23 07:00,1056,0,1,0,0,,,,,
3921,664,6/13/23 08:00,2175,0,1,0,0,,,,,
3922,108,6/13/23 09:00,4033,0,0,1,0,,,,,
3923,801,6/13/23 10:00,1186,1,0,0,0,,,,,
3924,916,6/13/23 11:00,2170,0,1,0,0,,,,,
3925,956,6/13/23 12:00,1041,1,0,0,0,,,,,
3926,176,6/13/23 13:00,3298,0,0,0,1,,,,,
3927,320,6/13/23 14:00,4536,0,1,0,0,,,,,
3928,286,6/13/23 15:00,1325,0,1,0,0,,,,,
3929,876,6/13/23 16:00,902,0,0,0,1,,,,,
3930,329,6/13/23 17:00,116,0,1,0,0,,,,,
3931,877,6/13/23 18:00,3090,0,0,1,0,,,,,
3932,753,6/13/23 19:00,754,0,0,1,0,,,,,
3933,657,6/13/23 20:00,631,0,0,0,1,,,,,
3934,356,6/13/23 21:00,4250,1,0,0,0,,,,,
3935,14,6/13/23 22:00,830,1,0,0,0,,,,,
3936,275,6/13/23 23:00,421,0,1,0,0,,,,,
3937,71,6/14/23 00:00,123,1,0,0,0,,,,,
3938,827,6/14/23 01:00,2456,1,0,0,0,,,,,
3939,195,6/14/23 02:00,3356,0,0,0,1,,,,,
3940,865,6/14/23 03:00,4229,1,0,0,0,,,,,
3941,812,6/14/23 04:00,95,1,0,0,0,,,,,
3942,928,6/14/23 05:00,4152,1,0,0,0,,,,,
3943,879,6/14/23 06:00,1582,0,0,1,0,,,,,
3944,523,6/14/23 07:00,2015,0,0,1,0,,,,,
3945,106,6/14/23 08:00,4089,0,0,0,1,,,,,
3946,770,6/14/23 09:00,813,0,1,0,0,,,,,
3947,986,6/14/23 10:00,3344,0,0,0,1,,,,,
3948,893,6/14/23 11:00,3359,0,1,0,0,,,,,
3949,196,6/14/23 12:00,1079,0,1,0,0,,,,,
3950,145,6/14/23 13:00,2679,1,0,0,0,,,,,
3952,732,6/14/23 15:00,2781,0,0,0,1,,,,,
3953,350,6/14/23 16:00,4645,0,0,0,1,,,,,
3954,424,6/14/23 17:00,4192,0,0,0,1,,,,,
3955,471,6/14/23 18:00,1418,0,0,1,0,,,,,
3956,686,6/14/23 19:00,3750,0,0,1,0,,,,,
3957,216,6/14/23 20:00,274,0,0,1,0,,,,,
3958,93,6/14/23 21:00,3858,0,0,1,0,,,,,
3959,260,6/14/23 22:00,3103,0,0,1,0,,,,,
3960,934,6/14/23 23:00,4808,1,0,0,0,,,,,
3961,575,6/15/23 00:00,1483,0,1,0,0,,,,,
3962,541,6/15/23 01:00,4291,0,0,1,0,,,,,
3963,787,6/15/23 02:00,335,0,0,0,1,,,,,
3964,859,6/15/23 03:00,1216,0,1,0,0,,,,,
3965,285,6/15/23 04:00,4502,0,0,1,0,,,,,
3966,484,6/15/23 05:00,1514,0,0,1,0,,,,,
3967,931,6/15/23 06:00,3544,1,0,0,0,,,,,
3968,372,6/15/23 07:00,1450,1,0,0,0,,,,,
3969,70,6/15/23 08:00,965,1,0,0,0,,,,,
3970,379,6/15/23 09:00,564,0,0,1,0,,,,,
3971,279,6/15/23 10:00,3264,1,0,0,0,,,,,
3972,743,6/15/23 11:00,4149,0,0,1,0,,,,,
3973,302,6/15/23 12:00,4587,0,1,0,0,,,,,
3974,255,6/15/23 13:00,2046,0,1,0,0,,,,,
3975,684,6/15/23 14:00,1296,0,0,1,0,,,,,
3976,944,6/15/23 15:00,1207,0,0,0,1,,,,,
3977,692,6/15/23 16:00,4671,0,0,1,0,,,,,
3978,264,6/15/23 17:00,2277,0,1,0,0,,,,,
3979,695,6/15/23 18:00,3639,0,1,0,0,,,,,
3980,834,6/15/23 19:00,3475,0,0,1,0,,,,,
3981,717,6/15/23 20:00,781,0,0,1,0,,,,,
3982,424,6/15/23 21:00,2466,0,0,1,0,,,,,
3983,761,6/15/23 22:00,480,0,1,0,0,,,,,
3984,213,6/15/23 23:00,1380,0,0,0,1,,,,,
3985,671,6/16/23 00:00,3142,0,0,1,0,,,,,
3986,944,6/16/23 01:00,681,0,1,0,0,,,,,
3987,100,6/16/23 02:00,1184,0,0,1,0,,,,,
3988,829,6/16/23 03:00,120,0,1,0,0,,,,,
3989,112,6/16/23 04:00,3569,0,0,1,0,,,,,
3990,308,6/16/23 05:00,1036,0,1,0,0,,,,,
3991,678,6/16/23 06:00,3564,0,0,1,0,,,,,
3992,475,6/16/23 07:00,3243,1,0,0,0,,,,,
3994,112,6/16/23 09:00,1482,0,1,0,0,,,,,
3995,87,6/16/23 10:00,2389,0,0,1,0,,,,,
3996,183,6/16/23 11:00,4882,0,0,0,1,,,,,
3997,597,6/16/23 12:00,2981,0,0,1,0,,,,,
3998,781,6/16/23 13:00,2391,0,0,1,0,,,,,
3999,165,6/16/23 14:00,3300,0,0,1,0,,,,,
4000,815,6/16/23 15:00,4763,0,0,0,1,,,,,
4001,90,6/16/23 16:00,1843,0,0,0,1,,,,,
4002,1000,6/16/23 17:00,463,0,0,0,1,,,,,
4003,455,6/16/23 18:00,750,1,0,0,0,,,,,
4004,238,6/16/23 19:00,2390,0,0,0,1,,,,,
4005,999,6/16/23 20:00,2367,1,0,0,0,,,,,
4006,534,6/16/23 21:00,1453,0,0,1,0,,,,,
4007,679,6/16/23 22:00,3690,1,0,0,0,,,,,
4008,727,6/16/23 23:00,1758,0,0,1,0,,,,,
4009,58,6/17/23 00:00,2411,1,0,0,0,,,,,
4010,542,6/17/23 01:00,4929,0,0,0,1,,,,,
4011,914,6/17/23 02:00,3181,0,0,0,1,,,,,
4012,618,6/17/23 03:00,4250,1,0,0,0,,,,,
4013,402,6/17/23 04:00,2016,1,0,0,0,,,,,
4014,842,6/17/23 05:00,1796,0,0,0,1,,,,,
4015,679,6/17/23 06:00,1419,0,0,1,0,,,,,
4016,862,6/17/23 07:00,1772,0,0,1,0,,,,,
4017,666,6/17/23 08:00,919,0,0,1,0,,,,,
4018,839,6/17/23 09:00,770,0,0,1,0,,,,,
4019,519,6/17/23 10:00,3250,0,1,0,0,,,,,
4020,197,6/17/23 11:00,2699,0,0,1,0,,,,,
4021,833,6/17/23 12:00,540,0,1,0,0,,,,,
4022,46,6/17/23 13:00,1369,0,1,0,0,,,,,
4023,530,6/17/23 14:00,3828,0,0,0,1,,,,,
4024,397,6/17/23 15:00,2037,0,0,0,1,,,,,
4025,665,6/17/23 16:00,2570,1,0,0,0,,,,,
4026,1000,6/17/23 17:00,2187,0,0,1,0,,,,,
4027,776,6/17/23 18:00,1547,0,0,1,0,,,,,
4028,74,6/17/23 19:00,1283,0,0,0,1,,,,,
4029,416,6/17/23 20:00,2791,0,0,0,1,,,,,
4030,657,6/17/23 21:00,956,0,0,0,1,,,,,
4031,614,6/17/23 22:00,1308,1,0,0,0,,,,,
4032,335,6/17/23 23:00,2521,0,0,1,0,,,,,
4033,847,6/18/23 00:00,2198,1,0,0,0,,,,,
4034,633,6/18/23 01:00,891,0,1,0,0,,,,,
4035,688,6/18/23 02:00,1857,0,1,0,0,,,,,
4036,575,6/18/23 03:00,1985,0,0,1,0,,,,,
4037,296,6/18/23 04:00,4278,0,0,0,1,,,,,
4038,84,6/18/23 05:00,4578,0,0,0,1,,,,,
4039,15,6/18/23 06:00,2974,1,0,0,0,,,,,
4040,867,6/18/23 07:00,3073,0,1,0,0,,,,,
4041,134,6/18/23 08:00,3138,0,1,0,0,,,,,
4042,478,6/18/23 09:00,507,0,0,1,0,,,,,
4043,633,6/18/23 10:00,2226,0,1,0,0,,,,,
4044,319,6/18/23 11:00,998,0,0,0,1,,,,,
4045,392,6/18/23 12:00,2618,0,0,0,1,,,,,
4046,479,6/18/23 13:00,2485,0,0,0,1,,,,,
4047,640,6/18/23 14:00,4524,0,0,1,0,,,,,
4048,368,6/18/23 15:00,1380,1,0,0,0,,,,,
4049,367,6/18/23 16:00,3598,0,1,0,0,,,,,
4050,288,6/18/23 17:00,2512,0,0,1,0,,,,,
4051,813,6/18/23 18:00,4819,1,0,0,0,,,,,
4052,378,6/18/23 19:00,188,0,0,1,0,,,,,
4054,463,6/18/23 21:00,2558,0,0,0,1,,,,,
4055,594,6/18/23 22:00,4844,1,0,0,0,,,,,
4056,13,6/18/23 23:00,121,1,0,0,0,,,,,
4057,536,6/19/23 00:00,3229,0,0,1,0,,,,,
4058,168,6/19/23 01:00,724,0,0,1,0,,,,,
4059,270,6/19/23 02:00,1411,0,0,0,1,,,,,
4060,988,6/19/23 03:00,2934,0,0,1,0,,,,,
4061,971,6/19/23 04:00,1391,0,1,0,0,,,,,
4062,70,6/19/23 05:00,3137,0,1,0,0,,,,,
4063,318,6/19/23 06:00,4918,0,1,0,0,,,,,
4064,376,6/19/23 07:00,3021,0,1,0,0,,,,,
4065,89,6/19/23 08:00,1218,0,0,0,1,,,,,
4066,701,6/19/23 09:00,3135,0,0,0,1,,,,,
4067,257,6/19/23 10:00,46,0,0,0,1,,,,,
4068,217,6/19/23 11:00,1838,0,0,1,0,,,,,
4069,450,6/19/23 12:00,3070,0,0,0,1,,,,,
4070,894,6/19/23 13:00,3351,1,0,0,0,,,,,
4071,544,6/19/23 14:00,3951,1,0,0,0,,,,,
4072,141,6/19/23 15:00,819,1,0,0,0,,,,,
4073,161,6/19/23 16:00,3082,0,0,1,0,,,,,
4074,32,6/19/23 17:00,4128,0,0,1,0,,,,,
4075,824,6/19/23 18:00,1536,0,0,0,1,,,,,
4076,152,6/19/23 19:00,3529,0,1,0,0,,,,,
4077,859,6/19/23 20:00,4901,1,0,0,0,,,,,
4078,260,6/19/23 21:00,505,0,0,1,0,,,,,
4079,728,6/19/23 22:00,434,1,0,0,0,,,,,
4080,279,6/19/23 23:00,2757,0,0,0,1,,,,,
4081,285,6/20/23 00:00,2075,0,0,1,0,,,,,
4082,610,6/20/23 01:00,1992,0,1,0,0,,,,,
4083,917,6/20/23 02:00,1478,0,1,0,0,,,,,
4084,542,6/20/23 03:00,3810,0,0,1,0,,,,,
4085,602,6/20/23 04:00,1243,0,1,0,0,,,,,
4086,148,6/20/23 05:00,1807,0,0,0,1,,,,,
4087,656,6/20/23 06:00,574,0,1,0,0,,,,,
4088,67,6/20/23 07:00,3029,1,0,0,0,,,,,
4089,945,6/20/23 08:00,1314,1,0,0,0,,,,,
4090,869,6/20/23 09:00,142,1,0,0,0,,,,,
4091,570,6/20/23 10:00,458,0,0,1,0,,,,,
4092,1000,6/20/23 11:00,1840,0,0,1,0,,,,,
4093,940,6/20/23 12:00,2168,0,0,1,0,,,,,
4094,793,6/20/23 13:00,3636,0,0,1,0,,,,,
4095,279,6/20/23 14:00,859,0,0,1,0,,,,,
4096,748,6/20/23 15:00,3972,0,0,0,1,,,,,
4097,443,6/20/23 16:00,1490,0,0,1,0,,,,,
4098,897,6/20/23 17:00,910,0,1,0,0,,,,,
4099,865,6/20/23 18:00,4864,0,0,0,1,,,,,
4100,399,6/20/23 19:00,1549,0,0,1,0,,,,,
4101,128,6/20/23 20:00,1909,0,1,0,0,,,,,
4102,337,6/20/23 21:00,2954,0,0,0,1,,,,,
4103,482,6/20/23 22:00,4967,1,0,0,0,,,,,
4104,721,6/20/23 23:00,3254,0,0,0,1,,,,,
4105,948,6/21/23 00:00,524,0,0,1,0,,,,,
4106,186,6/21/23 01:00,1601,0,0,0,1,,,,,
4107,169,6/21/23 02:00,93,0,0,0,1,,,,,
4108,684,6/21/23 03:00,3752,1,0,0,0,,,,,
4109,260,6/21/23 04:00,4903,0,0,0,1,,,,,
4110,717,6/21/23 05:00,2137,0,0,0,1,,,,,
4111,964,6/21/23 06:00,1611,1,0,0,0,,,,,
4112,647,6/21/23 07:00,4627,0,0,1,0,,,,,
4113,558,6/21/23 08:00,1232,0,1,0,0,,,,,
4114,507,6/21/23 09:00,4339,0,0,0,1,,,,,
4115,521,6/21/23 10:00,1852,1,0,0,0,,,,,
4116,471,6/21/23 11:00,2301,0,0,0,1,,,,,
4117,161,6/21/23 12:00,1599,0,0,1,0,,,,,
4118,289,6/21/23 13:00,2906,0,0,1,0,,,,,
4119,340,6/21/23 14:00,4498,1,0,0,0,,,,,
4120,900,6/21/23 15:00,18,0,1,0,0,,,,,
4121,833,6/21/23 16:00,4718,0,1,0,0,,,,,
4122,502,6/21/23 17:00,724,0,0,0,1,,,,,
4123,106,6/21/23 18:00,1937,1,0,0,0,,,,,
4124,802,6/21/23 19:00,119,0,1,0,0,,,,,
4125,475,6/21/23 20:00,4939,0,0,1,0,,,,,
4126,853,6/21/23 21:00,275,0,1,0,0,,,,,
4127,600,6/21/23 22:00,3233,1,0,0,0,,,,,
4128,463,6/21/23 23:00,964,0,0,1,0,,,,,
4129,483,6/22/23 00:00,1359,0,0,0,1,,,,,
4130,704,6/22/23 01:00,1584,0,0,1,0,,,,,
4131,153,6/22/23 02:00,2233,0,1,0,0,,,,,
4132,823,6/22/23 03:00,3841,0,1,0,0,,,,,
4133,649,6/22/23 04:00,3265,0,1,0,0,,,,,
4134,785,6/22/23 05:00,1068,0,0,0,1,,,,,
4135,149,6/22/23 06:00,1967,0,1,0,0,,,,,
4136,188,6/22/23 07:00,4954,1,0,0,0,,,,,
4137,653,6/22/23 08:00,3157,0,0,0,1,,,,,
4138,131,6/22/23 09:00,2529,0,0,1,0,,,,,
4139,452,6/22/23 10:00,3663,0,1,0,0,,,,,
4140,516,6/22/23 11:00,2580,1,0,0,0,,,,,
4141,491,6/22/23 12:00,2937,1,0,0,0,,,,,
4142,476,6/22/23 13:00,3897,0,0,0,1,,,,,
4143,263,6/22/23 14:00,897,1,0,0,0,,,,,
4144,538,6/22/23 15:00,754,0,0,0,1,,,,,
4145,459,6/22/23 16:00,3524,0,0,0,1,,,,,
4146,536,6/22/23 17:00,2940,0,0,0,1,,,,,
4147,778,6/22/23 18:00,2689,0,0,1,0,,,,,
4148,741,6/22/23 19:00,185,0,0,1,0,,,,,
4149,781,6/22/23 20:00,575,1,0,0,0,,,,,
4150,637,6/22/23 21:00,3227,0,0,1,0,,,,,
4151,684,6/22/23 22:00,4367,0,0,0,1,,,,,
4152,746,6/22/23 23:00,4636,0,0,0,1,,,,,
4153,295,6/23/23 00:00,1404,0,0,1,0,,,,,
4154,915,6/23/23 01:00,1230,1,0,0,0,,,,,
4155,435,6/23/23 02:00,957,0,0,0,1,,,,,
4156,275,6/23/23 03:00,594,0,0,1,0,,,,,
4157,588,6/23/23 04:00,2872,0,1,0,0,,,,,
4158,308,6/23/23 05:00,1630,1,0,0,0,,,,,
4159,726,6/23/23 06:00,3365,1,0,0,0,,,,,
4160,943,6/23/23 07:00,2359,1,0,0,0,,,,,
4161,997,6/23/23 08:00,3201,0,1,0,0,,,,,
4162,376,6/23/23 09:00,3217,0,0,0,1,,,,,
4163,158,6/23/23 10:00,2586,1,0,0,0,,,,,
4164,814,6/23/23 11:00,541,0,0,1,0,,,,,
4165,204,6/23/23 12:00,1241,1,0,0,0,,,,,
4166,989,6/23/23 13:00,2003,0,0,1,0,,,,,
4167,661,6/23/23 14:00,1707,1,0,0,0,,,,,
4168,75,6/23/23 15:00,3380,0,0,1,0,,,,,
4169,380,6/23/23 16:00,1555,0,0,1,0,,,,,
4170,741,6/23/23 17:00,3175,0,0,1,0,,,,,
4171,304,6/23/23 18:00,1447,0,1,0,0,,,,,
4172,62,6/23/23 19:00,380,0,1,0,0,,,,,
4173,570,6/23/23 20:00,4514,0,1,0,0,,,,,
4174,786,6/23/23 21:00,626,0,0,0,1,,,,,
4175,108,6/23/23 22:00,4176,0,0,1,0,,,,,
4176,187,6/23/23 23:00,4024,0,0,0,1,,,,,
4177,987,6/24/23 00:00,4189,0,1,0,0,,,,,
4178,229,6/24/23 01:00,2266,0,0,1,0,,,,,
4179,48,6/24/23 02:00,4364,0,0,0,1,,,,,
4180,831,6/24/23 03:00,3320,0,1,0,0,,,,,
4181,268,6/24/23 04:00,941,0,0,0,1,,,,,
4182,727,6/24/23 05:00,2339,0,0,0,1,,,,,
4183,802,6/24/23 06:00,403,0,1,0,0,,,,,
4184,254,6/24/23 07:00,2475,0,0,1,0,,,,,
4185,957,6/24/23 08:00,3287,1,0,0,0,,,,,
4186,870,6/24/23 09:00,1939,1,0,0,0,,,,,
4187,87,6/24/23 10:00,635,0,0,0,1,,,,,
4188,181,6/24/23 11:00,4667,0,0,0,1,,,,,
4189,25,6/24/23 12:00,2889,0,0,0,1,,,,,
4190,958,6/24/23 13:00,3176,0,0,1,0,,,,,
4191,388,6/24/23 14:00,3432,0,0,0,1,,,,,
4192,222,6/24/23 15:00,2119,0,0,0,1,,,,,
4193,990,6/24/23 16:00,1175,0,0,0,1,,,,,
4194,397,6/24/23 17:00,2791,0,1,0,0,,,,,
4195,938,6/24/23 18:00,1901,1,0,0,0,,,,,
4196,511,6/24/23 19:00,3192,1,0,0,0,,,,,
4197,561,6/24/23 20:00,1649,0,1,0,0,,,,,
4198,846,6/24/23 21:00,791,0,0,1,0,,,,,
4199,440,6/24/23 22:00,4702,0,0,1,0,,,,,
4200,175,6/24/23 23:00,2066,0,0,1,0,,,,,
4201,904,6/25/23 00:00,2333,0,1,0,0,,,,,
4202,311,6/25/23 01:00,2284,1,0,0,0,,,,,
4203,984,6/25/23 02:00,2243,1,0,0,0,,,,,
4204,274,6/25/23 03:00,2648,0,0,0,1,,,,,
4205,35,6/25/23 04:00,3297,1,0,0,0,,,,,
4206,217,6/25/23 05:00,2490,0,0,1,0,,,,,
4207,721,6/25/23 06:00,2626,0,0,1,0,,,,,
4208,672,6/25/23 07:00,365,0,0,0,1,,,,,
4209,408,6/25/23 08:00,4497,0,0,0,1,,,,,
4210,519,6/25/23 09:00,4684,1,0,0,0,,,,,
4211,269,6/25/23 10:00,3356,0,0,0,1,,,,,
4212,638,6/25/23 11:00,3532,0,0,0,1,,,,,
4213,475,6/25/23 12:00,2477,0,1,0,0,,,,,
4214,880,6/25/23 13:00,173,1,0,0,0,,,,,
4215,325,6/25/23 14:00,3644,0,0,1,0,,,,,
4216,356,6/25/23 15:00,4743,0,1,0,0,,,,,
4217,90,6/25/23 16:00,3673,0,0,1,0,,,,,
4218,42,6/25/23 17:00,3264,0,0,0,1,,,,,
4219,365,6/25/23 18:00,3391,0,0,0,1,,,,,
4220,671,6/25/23 19:00,2074,0,0,1,0,,,,,
4221,202,6/25/23 20:00,4275,0,1,0,0,,,,,
4222,366,6/25/23 21:00,3994,0,1,0,0,,,,,
4223,794,6/25/23 22:00,3897,0,1,0,0,,,,,
4224,982,6/25/23 23:00,349,0,0,0,1,,,,,
4225,844,6/26/23 00:00,4831,1,0,0,0,,,,,
4226,288,6/26/23 01:00,3791,0,0,0,1,,,,,
4227,603,6/26/23 02:00,3600,0,0,1,0,,,,,
4228,481,6/26/23 03:00,1943,0,1,0,0,,,,,
4229,637,6/26/23 04:00,1655,1,0,0,0,,,,,
4230,501,6/26/23 05:00,4238,0,1,0,0,,,,,
4231,638,6/26/23 06:00,2697,0,0,0,1,,,,,
4232,52,6/26/23 07:00,4928,1,0,0,0,,,,,
4233,916,6/26/23 08:00,2136,1,0,0,0,,,,,
4234,103,6/26/23 09:00,4451,0,0,0,1,,,,,
4235,361,6/26/23 10:00,4714,0,1,0,0,,,,,
4236,424,6/26/23 11:00,648,0,1,0,0,,,,,
4237,699,6/26/23 12:00,1234,0,1,0,0,,,,,
4238,205,6/26/23 13:00,3715,0,0,0,1,,,,,
4239,14,6/26/23 14:00,3920,0,0,1,0,,,,,
4240,940,6/26/23 15:00,4255,0,0,1,0,,,,,
4241,616,6/26/23 16:00,1559,0,1,0,0,,,,,
4242,629,6/26/23 17:00,4155,1,0,0,0,,,,,
4243,470,6/26/23 18:00,1515,0,0,1,0,,,,,
4244,466,6/26/23 19:00,4440,0,1,0,0,,,,,
4245,304,6/26/23 20:00,1385,0,0,1,0,,,,,
4246,605,6/26/23 21:00,677,0,1,0,0,,,,,
4247,427,6/26/23 22:00,2384,0,0,1,0,,,,,
4248,656,6/26/23 23:00,4100,0,0,1,0,,,,,
4249,110,6/27/23 00:00,1025,1,0,0,0,,,,,
4250,675,6/27/23 01:00,345,1,0,0,0,,,,,
4251,565,6/27/23 02:00,4771,0,0,1,0,,,,,
4252,930,6/27/23 03:00,90,0,1,0,0,,,,,
4253,515,6/27/23 04:00,2144,1,0,0,0,,,,,
4254,68,6/27/23 05:00,1809,0,0,0,1,,,,,
4255,246,6/27/23 06:00,267,1,0,0,0,,,,,
4256,389,6/27/23 07:00,194,0,0,1,0,,,,,
4257,650,6/27/23 08:00,132,0,0,1,0,,,,,
4258,308,6/27/23 09:00,4710,0,0,0,1,,,,,
4259,925,6/27/23 10:00,3524,1,0,0,0,,,,,
4260,352,6/27/23 11:00,1404,0,0,1,0,,,,,
4261,799,6/27/23 12:00,2362,0,0,0,1,,,,,
4262,66,6/27/23 13:00,3229,0,0,0,1,,,,,
4263,460,6/27/23 14:00,1318,0,1,0,0,,,,,
4264,347,6/27/23 15:00,3954,1,0,0,0,,,,,
4265,325,6/27/23 16:00,1951,1,0,0,0,,,,,
4266,933,6/27/23 17:00,500,1,0,0,0,,,,,
4267,667,6/27/23 18:00,1064,0,0,1,0,,,,,
4268,599,6/27/23 19:00,711,0,0,0,1,,,,,
4269,33,6/27/23 20:00,2944,0,1,0,0,,,,,
4270,68,6/27/23 21:00,4705,1,0,0,0,,,,,
4271,187,6/27/23 22:00,1144,0,1,0,0,,,,,
4272,192,6/27/23 23:00,89,0,1,0,0,,,,,
4273,213,6/28/23 00:00,845,0,0,0,1,,,,,
4274,600,6/28/23 01:00,661,1,0,0,0,,,,,
4275,428,6/28/23 02:00,426,0,1,0,0,,,,,
